transaction_id,customer_id,amount,payment_method,bank,card_type,hour_of_day,day_of_week,is_weekend,customer_tenure_days,prior_failed_attempts_30d,network_latency_ms,retry_attempt_number,device_type,failure_reason,failed,retry_success
17085,1916,2321.77,netbanking,IDFC,credit,16,1,0,366,1,304.3,2,mobile,bank_server_error,1,1.0
17086,2094,1727.43,netbanking,KOTAK,credit,2,0,0,641,0,83.1,3,mobile,no_failure,0,
17087,6471,1001.57,card,AXIS,debit,15,5,1,802,1,378.8,2,desktop,bank_server_error,1,0.0
17088,6493,1421.51,upi,AXIS,credit,4,0,0,1061,2,136.4,1,mobile,no_failure,0,
17089,5636,2739.33,card,HDFC,debit,2,4,0,692,1,113.1,2,mobile,no_failure,0,
17090,2279,453.47,wallet,AXIS,debit,10,3,0,151,0,326.8,3,mobile,no_failure,0,
17091,3515,498.31,upi,AXIS,debit,17,1,0,824,0,254.0,1,desktop,no_failure,0,
17092,3362,561.73,upi,ICICI,debit,3,4,0,701,1,125.5,2,mobile,no_failure,0,
17093,5734,1033.64,card,KOTAK,credit,14,5,1,1129,0,162.0,1,mobile,no_failure,0,
17094,4972,1130.88,card,SBI,prepaid,14,4,0,1045,0,562.7,1,desktop,bank_server_error,1,1.0
17095,6043,3022.83,upi,HDFC,credit,18,4,0,699,1,91.1,2,mobile,no_failure,0,
17096,3673,846.36,upi,AXIS,credit,16,5,1,646,0,134.9,2,desktop,no_failure,0,
17097,6127,319.56,card,ICICI,debit,13,0,0,389,0,309.0,1,desktop,no_failure,0,
17098,4957,2734.1,card,YES,debit,16,6,1,1362,2,92.3,2,mobile,no_failure,0,
17099,4925,816.36,card,SBI,debit,14,5,1,1145,0,484.5,2,mobile,no_failure,0,
17100,4410,2077.15,card,AXIS,credit,22,3,0,1379,0,45.2,2,mobile,no_failure,0,
17101,2238,2436.36,card,IDFC,debit,0,0,0,355,0,60.4,2,mobile,invalid_otp,1,1.0
17102,4057,1498.43,upi,AXIS,debit,3,5,1,1231,1,306.1,1,mobile,bank_server_error,1,1.0
17103,2377,1225.66,netbanking,YES,credit,21,0,0,1106,0,121.7,3,desktop,no_failure,0,
17104,4330,665.54,upi,IDFC,credit,18,3,0,417,1,55.0,3,mobile,no_failure,0,
17105,1699,648.32,card,HDFC,debit,7,1,0,820,0,242.6,1,desktop,no_failure,0,
17106,5327,2501.8,card,ICICI,debit,14,6,1,1344,0,75.1,1,mobile,no_failure,0,
17107,3809,1673.64,card,KOTAK,debit,5,3,0,55,1,471.0,2,desktop,bank_server_error,1,1.0
17108,4734,2512.5,card,YES,credit,17,2,0,444,0,113.5,3,desktop,no_failure,0,
17109,1479,864.04,card,HDFC,debit,11,6,1,1465,0,205.5,2,mobile,no_failure,0,
17110,5278,2854.24,card,HDFC,credit,6,2,0,95,1,50.9,1,mobile,no_failure,0,
17111,5350,3579.06,upi,KOTAK,credit,19,2,0,960,1,65.6,2,mobile,no_failure,0,
17112,971,417.98,upi,SBI,credit,4,5,1,1070,1,273.6,2,desktop,no_failure,0,
17113,2333,443.47,card,HDFC,credit,17,2,0,921,2,40.6,3,mobile,expired_card,1,0.0
17114,4517,2171.39,card,ICICI,credit,15,0,0,1147,0,55.5,2,desktop,no_failure,0,
17115,5823,1437.87,card,YES,credit,17,6,1,559,2,133.9,1,mobile,risk_declined,1,0.0
17116,4913,1082.33,card,AXIS,debit,6,6,1,191,1,88.4,1,desktop,no_failure,0,
17117,3144,2404.51,wallet,SBI,credit,15,0,0,1332,0,91.4,2,mobile,no_failure,0,
17118,2000,767.06,wallet,AXIS,credit,20,5,1,1385,1,125.7,1,mobile,risk_declined,1,1.0
17119,6065,808.96,card,KOTAK,debit,8,5,1,23,0,87.3,2,desktop,no_failure,0,
17120,5830,473.46,card,SBI,debit,23,5,1,727,0,221.8,2,mobile,no_failure,0,
17121,5978,2623.11,card,ICICI,credit,3,5,1,259,3,105.0,3,desktop,insufficient_funds,1,0.0
17122,2031,386.7,upi,HDFC,credit,20,2,0,674,0,224.7,3,mobile,no_failure,0,
17123,2909,2416.09,card,IDFC,prepaid,22,4,0,493,0,101.3,2,desktop,no_failure,0,
17124,1626,1926.12,wallet,ICICI,credit,17,4,0,173,0,41.9,3,mobile,no_failure,0,
17125,6363,2469.64,upi,IDFC,debit,12,1,0,1220,0,62.6,1,mobile,no_failure,0,
17126,5780,508.12,card,ICICI,prepaid,21,6,1,269,1,80.2,2,mobile,no_failure,0,
17127,1155,1194.2,netbanking,YES,credit,12,4,0,531,1,365.6,3,mobile,no_failure,0,
17128,1647,667.52,upi,AXIS,credit,21,0,0,1328,0,233.0,2,mobile,no_failure,0,
17129,3680,3360.83,card,ICICI,debit,23,2,0,111,1,80.7,3,mobile,no_failure,0,
17130,2770,1364.27,card,SBI,credit,18,2,0,262,1,498.6,3,mobile,no_failure,0,
17131,3066,837.33,wallet,KOTAK,credit,9,5,1,705,0,157.8,3,mobile,no_failure,0,
17132,2453,635.08,wallet,ICICI,credit,13,6,1,738,2,561.2,2,desktop,bank_server_error,1,1.0
17133,4492,1484.35,upi,IDFC,debit,23,1,0,115,0,91.3,1,desktop,no_failure,0,
17134,5986,843.75,card,KOTAK,credit,22,4,0,1460,0,210.2,3,mobile,no_failure,0,
17135,6114,924.42,card,ICICI,debit,7,5,1,38,0,47.3,3,desktop,no_failure,0,
17136,3035,1146.65,upi,AXIS,credit,6,0,0,1233,1,158.3,3,mobile,no_failure,0,
17137,5518,4714.83,card,YES,credit,15,5,1,866,1,101.7,3,desktop,no_failure,0,
17138,4628,1316.86,card,ICICI,credit,11,4,0,963,1,116.3,3,mobile,no_failure,0,
17139,1313,815.11,card,YES,debit,22,6,1,324,1,194.1,3,mobile,no_failure,0,
17140,5293,1314.17,upi,HDFC,debit,6,1,0,998,0,313.6,3,mobile,no_failure,0,
17141,2336,701.32,upi,YES,debit,2,0,0,717,0,164.0,3,mobile,insufficient_funds,1,1.0
17142,4185,3336.16,wallet,HDFC,credit,9,6,1,546,1,86.6,3,mobile,no_failure,0,
17143,4804,2121.87,card,YES,credit,11,6,1,648,2,66.4,3,mobile,insufficient_funds,1,1.0
17144,6290,407.82,netbanking,HDFC,debit,18,4,0,1216,1,129.6,3,mobile,insufficient_funds,1,0.0
17145,6321,2108.39,card,YES,credit,21,3,0,802,0,199.6,2,mobile,no_failure,0,
17146,5349,1512.33,netbanking,HDFC,debit,10,3,0,862,1,187.0,1,mobile,insufficient_funds,1,0.0
17147,3373,1847.56,upi,AXIS,debit,10,2,0,397,1,156.3,3,mobile,invalid_otp,1,0.0
17148,2668,2671.26,card,HDFC,prepaid,2,3,0,115,1,190.8,3,desktop,insufficient_funds,1,0.0
17149,2941,549.68,netbanking,ICICI,debit,20,0,0,806,1,937.4,2,desktop,bank_server_error,1,1.0
17150,6338,1186.62,upi,SBI,credit,3,4,0,197,0,136.8,3,mobile,no_failure,0,
17151,1367,1778.81,upi,IDFC,credit,15,2,0,148,0,86.8,3,mobile,invalid_otp,1,0.0
17152,3497,2477.88,netbanking,AXIS,debit,4,6,1,1191,0,528.7,1,desktop,bank_server_error,1,1.0
17153,4530,2006.94,upi,ICICI,debit,18,3,0,573,0,356.2,2,mobile,bank_server_error,1,1.0
17154,151,1157.11,card,AXIS,credit,7,1,0,746,0,269.7,3,mobile,no_failure,0,
17155,4232,2607.07,card,HDFC,debit,9,0,0,1301,1,183.5,1,mobile,no_failure,0,
17156,1733,1080.78,card,IDFC,debit,5,3,0,1422,1,171.2,3,mobile,invalid_otp,1,0.0
17157,1871,937.53,netbanking,YES,credit,13,3,0,23,0,157.0,1,mobile,no_failure,0,
17158,4144,182.64,wallet,IDFC,debit,12,3,0,1295,0,176.6,1,mobile,no_failure,0,
17159,60,469.5,upi,ICICI,debit,7,2,0,21,1,220.7,1,desktop,no_failure,0,
17160,1046,1090.78,upi,ICICI,credit,6,6,1,899,0,554.3,2,mobile,bank_server_error,1,1.0
17161,3033,497.31,card,HDFC,credit,16,5,1,491,1,258.3,2,desktop,expired_card,1,0.0
17162,3893,269.71,netbanking,IDFC,prepaid,9,1,0,1475,1,222.3,2,mobile,bank_server_error,1,1.0
17163,728,576.42,card,KOTAK,debit,12,6,1,427,1,156.5,2,mobile,no_failure,0,
17164,2411,3568.02,upi,AXIS,debit,13,2,0,4,1,74.0,2,mobile,no_failure,0,
17165,2050,393.32,wallet,AXIS,credit,14,0,0,1285,0,159.3,3,desktop,no_failure,0,
17166,3562,436.75,upi,YES,prepaid,22,6,1,608,0,111.1,2,mobile,no_failure,0,
17167,2004,2389.03,upi,IDFC,debit,2,2,0,426,1,66.9,1,mobile,no_failure,0,
17168,13,1752.48,upi,YES,debit,12,4,0,151,1,95.0,2,desktop,no_failure,0,
17169,3533,1197.28,card,ICICI,credit,13,3,0,1024,2,190.1,1,desktop,no_failure,0,
17170,5655,2252.41,card,SBI,credit,13,5,1,336,0,99.6,1,desktop,no_failure,0,
17171,3898,1354.43,card,IDFC,debit,3,5,1,1344,0,109.8,3,mobile,no_failure,0,
17172,2413,5.95,upi,SBI,prepaid,12,6,1,722,1,323.6,1,mobile,no_failure,0,
17173,3216,762.96,upi,YES,credit,1,6,1,1301,2,237.3,3,desktop,risk_declined,1,0.0
17174,935,5292.06,wallet,YES,prepaid,18,0,0,1220,0,55.0,1,mobile,insufficient_funds,1,1.0
17175,1578,1355.42,card,IDFC,credit,21,0,0,1036,0,65.5,2,desktop,no_failure,0,
17176,2919,2809.81,card,YES,credit,3,6,1,878,1,85.4,2,mobile,no_failure,0,
17177,3948,2953.29,netbanking,KOTAK,credit,10,6,1,442,1,627.4,2,mobile,bank_server_error,1,1.0
17178,3241,1977.14,upi,AXIS,credit,21,5,1,410,0,448.9,1,desktop,bank_server_error,1,1.0
17179,6418,1241.43,card,HDFC,debit,8,2,0,1257,2,94.6,1,desktop,no_failure,0,
17180,4249,618.7,upi,ICICI,debit,2,0,0,1481,1,313.8,2,desktop,no_failure,0,
17181,154,396.95,card,AXIS,debit,19,0,0,723,0,284.8,3,mobile,no_failure,0,
17182,3497,2888.14,card,KOTAK,credit,10,4,0,781,1,153.5,2,desktop,no_failure,0,
17183,3885,1677.32,upi,IDFC,credit,6,0,0,180,1,231.4,2,desktop,no_failure,0,
17184,291,1691.95,card,YES,debit,16,3,0,536,0,248.7,2,desktop,no_failure,0,
17185,2567,1968.95,netbanking,ICICI,debit,14,2,0,107,0,68.8,1,mobile,insufficient_funds,1,0.0
17186,5809,954.02,card,YES,credit,11,1,0,917,0,439.5,1,desktop,bank_server_error,1,1.0
17187,2379,2524.13,card,IDFC,credit,8,4,0,75,0,125.3,3,mobile,no_failure,0,
17188,3043,1425.64,wallet,SBI,debit,0,3,0,30,2,43.2,2,desktop,invalid_otp,1,0.0
17189,1475,1039.81,card,ICICI,debit,0,5,1,1462,1,559.9,1,mobile,bank_server_error,1,1.0
17190,514,1710.64,card,ICICI,credit,12,1,0,744,0,54.9,2,mobile,no_failure,0,
17191,2121,2584.96,upi,HDFC,credit,17,6,1,513,1,186.7,1,mobile,no_failure,0,
17192,5151,1005.96,card,AXIS,credit,12,5,1,393,0,145.8,2,mobile,no_failure,0,
17193,6553,5262.41,card,IDFC,debit,5,2,0,659,0,149.6,1,mobile,insufficient_funds,1,1.0
17194,4400,382.05,upi,ICICI,debit,12,0,0,1169,1,139.6,1,mobile,no_failure,0,
17195,5538,1877.88,wallet,HDFC,debit,23,0,0,990,1,100.8,1,desktop,no_failure,0,
17196,4329,690.97,upi,SBI,debit,1,5,1,966,1,429.1,2,mobile,bank_server_error,1,0.0
17197,4391,1450.04,upi,HDFC,debit,22,3,0,1258,1,56.8,3,mobile,no_failure,0,
17198,2846,2177.33,upi,KOTAK,credit,9,1,0,1317,2,160.7,1,desktop,no_failure,0,
17199,408,10644.47,card,HDFC,prepaid,12,5,1,1161,0,169.2,2,mobile,no_failure,0,
17200,2736,241.91,card,SBI,debit,0,5,1,193,0,346.3,1,mobile,bank_server_error,1,1.0
17201,5765,526.01,upi,YES,credit,15,0,0,985,0,236.9,2,mobile,no_failure,0,
17202,3575,1936.38,upi,YES,debit,4,6,1,186,1,78.1,3,desktop,no_failure,0,
17203,5079,2626.83,card,HDFC,credit,14,4,0,875,2,718.6,2,mobile,bank_server_error,1,1.0
17204,338,915.27,card,SBI,debit,14,6,1,363,0,75.8,1,mobile,no_failure,0,
17205,1342,493.23,upi,SBI,prepaid,21,0,0,967,0,211.1,3,mobile,no_failure,0,
17206,1993,1985.25,upi,ICICI,credit,6,2,0,1332,0,129.7,2,mobile,expired_card,1,0.0
17207,2396,786.32,netbanking,ICICI,debit,18,2,0,1333,0,98.6,2,mobile,no_failure,0,
17208,6585,3211.76,upi,AXIS,debit,2,0,0,1425,2,400.4,2,mobile,no_failure,0,
17209,3079,1823.63,upi,YES,prepaid,18,1,0,799,2,262.8,2,mobile,bank_server_error,1,1.0
17210,4414,1947.6,upi,SBI,credit,12,5,1,1110,1,203.7,3,mobile,no_failure,0,
17211,4296,2941.66,wallet,SBI,debit,0,5,1,1119,0,144.9,3,desktop,insufficient_funds,1,0.0
17212,2793,4488.62,upi,SBI,prepaid,6,2,0,661,0,88.6,1,mobile,no_failure,0,
17213,6441,587.22,card,IDFC,debit,0,5,1,1278,0,240.6,3,desktop,no_failure,0,
17214,1483,1070.11,upi,ICICI,credit,7,6,1,752,0,264.5,2,mobile,no_failure,0,
17215,231,3209.8,card,YES,debit,0,0,0,642,0,118.0,2,mobile,no_failure,0,
17216,4967,1394.56,netbanking,ICICI,credit,1,1,0,365,0,45.9,1,mobile,expired_card,1,1.0
17217,4358,867.51,wallet,YES,debit,19,2,0,658,0,129.7,2,desktop,bank_server_error,1,1.0
17218,1735,1278.9,card,YES,credit,11,2,0,967,2,108.7,3,mobile,expired_card,1,0.0
17219,5785,4243.44,card,ICICI,credit,20,5,1,203,2,138.5,2,desktop,insufficient_funds,1,1.0
17220,1083,1328.2,upi,YES,prepaid,16,4,0,1465,0,236.8,3,mobile,no_failure,0,
17221,1673,2114.2,upi,ICICI,credit,20,4,0,603,2,52.4,1,mobile,no_failure,0,
17222,1030,1047.77,upi,SBI,debit,7,3,0,256,1,185.9,3,desktop,no_failure,0,
17223,1242,318.49,upi,SBI,credit,4,6,1,744,0,133.5,2,mobile,no_failure,0,
17224,4861,2571.04,netbanking,SBI,credit,10,4,0,328,0,52.0,2,mobile,no_failure,0,
17225,4689,1046.63,upi,KOTAK,prepaid,12,5,1,1252,2,211.9,1,desktop,invalid_otp,1,1.0
17226,4285,2779.21,netbanking,KOTAK,debit,5,5,1,618,1,228.2,3,mobile,insufficient_funds,1,0.0
17227,5737,2047.18,card,IDFC,credit,5,3,0,381,0,93.9,3,mobile,no_failure,0,
17228,466,1704.08,card,KOTAK,debit,12,3,0,1241,0,62.8,2,mobile,no_failure,0,
17229,4136,3374.66,upi,SBI,credit,6,0,0,502,2,194.7,2,mobile,no_failure,0,
17230,767,1049.78,upi,AXIS,debit,7,6,1,895,0,73.2,3,mobile,no_failure,0,
17231,6370,2530.04,card,AXIS,credit,21,1,0,225,1,107.1,2,mobile,no_failure,0,
17232,4225,1337.27,card,YES,credit,19,4,0,1046,1,40.4,2,desktop,no_failure,0,
17233,5065,984.03,netbanking,KOTAK,prepaid,4,1,0,188,0,446.3,3,mobile,bank_server_error,1,1.0
17234,3807,1906.8,upi,SBI,credit,5,0,0,988,0,410.6,3,mobile,bank_server_error,1,1.0
17235,2558,888.77,card,AXIS,debit,15,1,0,422,0,84.5,3,mobile,no_failure,0,
17236,4573,1086.46,card,KOTAK,debit,13,6,1,131,0,180.9,1,mobile,no_failure,0,
17237,5571,1528.55,netbanking,AXIS,credit,6,2,0,1208,0,113.9,1,desktop,no_failure,0,
17238,1187,3251.84,card,AXIS,debit,5,0,0,995,1,81.3,1,desktop,no_failure,0,
17239,5811,3488.16,upi,SBI,credit,21,5,1,96,1,240.7,3,desktop,invalid_otp,1,0.0
17240,4843,511.3,upi,SBI,credit,0,6,1,1430,0,183.7,1,mobile,expired_card,1,1.0
17241,573,947.15,wallet,YES,credit,2,2,0,1006,1,120.2,2,mobile,no_failure,0,
17242,6240,2233.07,upi,HDFC,credit,20,0,0,75,3,108.9,3,mobile,no_failure,0,
17243,1202,841.46,upi,SBI,debit,7,4,0,779,0,203.6,1,mobile,no_failure,0,
17244,4007,929.85,upi,ICICI,credit,17,3,0,713,0,61.4,1,desktop,no_failure,0,
17245,864,1295.32,wallet,ICICI,credit,18,4,0,148,0,521.1,1,mobile,no_failure,0,
17246,1308,2157.25,card,AXIS,credit,1,3,0,1216,0,148.7,1,mobile,no_failure,0,
17247,4286,1673.78,card,ICICI,credit,18,5,1,571,0,91.9,1,mobile,no_failure,0,
17248,4530,3520.52,card,ICICI,debit,1,2,0,452,0,64.1,2,mobile,no_failure,0,
17249,4579,1517.14,netbanking,IDFC,credit,5,4,0,646,1,172.8,3,mobile,no_failure,0,
17250,2287,1694.57,upi,IDFC,credit,23,1,0,122,0,42.9,2,desktop,no_failure,0,
17251,5467,1335.25,card,AXIS,debit,0,3,0,827,0,712.5,2,mobile,bank_server_error,1,1.0
17252,329,1843.89,card,SBI,debit,17,2,0,735,1,166.6,2,mobile,no_failure,0,
17253,5694,993.25,upi,AXIS,credit,7,0,0,628,1,290.3,3,mobile,bank_server_error,1,0.0
17254,2016,1914.84,card,ICICI,credit,1,2,0,127,1,102.3,1,mobile,no_failure,0,
17255,4137,822.87,upi,ICICI,debit,21,1,0,39,0,167.8,1,mobile,no_failure,0,
17256,6036,3068.46,card,IDFC,credit,4,1,0,913,0,161.9,2,mobile,no_failure,0,
17257,1703,1401.27,upi,HDFC,debit,14,0,0,194,0,108.4,2,mobile,no_failure,0,
17258,2741,3963.3,card,YES,debit,11,2,0,1166,0,154.5,1,desktop,no_failure,0,
17259,5521,3031.4,card,IDFC,debit,13,6,1,532,1,430.3,2,mobile,bank_server_error,1,1.0
17260,5763,1730.37,card,ICICI,credit,9,4,0,626,0,320.2,3,mobile,no_failure,0,
17261,1568,2299.59,upi,AXIS,debit,11,3,0,1406,0,430.5,1,mobile,no_failure,0,
17262,3391,1944.17,upi,KOTAK,credit,20,2,0,724,0,44.7,1,mobile,no_failure,0,
17263,2222,521.92,netbanking,ICICI,credit,6,0,0,883,1,297.8,2,mobile,no_failure,0,
17264,3446,1677.16,upi,YES,credit,15,6,1,815,1,47.8,2,mobile,no_failure,0,
17265,2528,1612.26,upi,IDFC,prepaid,19,6,1,1036,1,43.7,2,mobile,invalid_otp,1,0.0
17266,35,1326.59,card,AXIS,debit,23,5,1,830,0,328.6,1,mobile,no_failure,0,
17267,6162,2057.06,card,IDFC,debit,11,1,0,918,1,99.6,3,mobile,no_failure,0,
17268,4247,1706.86,upi,KOTAK,credit,6,6,1,1133,1,147.8,1,mobile,expired_card,1,0.0
17269,3078,1794.25,card,HDFC,credit,8,6,1,32,0,250.6,2,mobile,no_failure,0,
17270,719,3828.32,upi,YES,debit,6,1,0,1003,0,157.5,1,desktop,invalid_otp,1,1.0
17271,476,1524.85,card,AXIS,debit,18,5,1,791,0,63.2,1,desktop,no_failure,0,
17272,3191,2559.96,card,AXIS,debit,15,6,1,1121,2,265.3,1,mobile,no_failure,0,
17273,4327,1392.4,upi,ICICI,credit,16,5,1,437,0,120.6,3,mobile,no_failure,0,
17274,1736,3877.72,wallet,AXIS,debit,21,2,0,803,0,77.4,2,mobile,no_failure,0,
17275,4962,2235.39,upi,AXIS,credit,17,2,0,111,0,334.4,1,mobile,no_failure,0,
17276,2616,1732.97,upi,YES,credit,20,2,0,386,2,230.2,3,desktop,no_failure,0,
17277,74,900.24,upi,KOTAK,credit,9,0,0,1165,1,194.7,1,mobile,invalid_otp,1,1.0
17278,3580,3934.83,upi,IDFC,debit,12,2,0,399,1,162.2,2,mobile,insufficient_funds,1,0.0
17279,1207,2894.35,upi,ICICI,credit,8,2,0,1112,1,140.3,2,mobile,no_failure,0,
17280,97,845.08,upi,IDFC,debit,8,3,0,1180,0,103.0,2,desktop,no_failure,0,
17281,868,391.52,wallet,YES,credit,10,5,1,932,1,67.5,2,mobile,insufficient_funds,1,0.0
17282,1897,1197.62,upi,KOTAK,credit,3,0,0,1260,0,87.1,1,mobile,no_failure,0,
17283,3432,688.71,card,KOTAK,debit,4,5,1,481,1,85.4,1,desktop,no_failure,0,
17284,6596,1298.21,card,AXIS,prepaid,17,6,1,371,0,59.4,2,mobile,no_failure,0,
17285,1455,2453.39,upi,HDFC,debit,13,2,0,627,1,140.4,3,mobile,no_failure,0,
17286,383,2881.43,upi,KOTAK,credit,15,0,0,177,1,118.2,2,mobile,insufficient_funds,1,0.0
17287,1275,353.99,card,ICICI,prepaid,2,0,0,1228,1,224.6,1,desktop,no_failure,0,
17288,2129,491.95,upi,HDFC,credit,16,0,0,633,0,133.8,3,mobile,no_failure,0,
17289,1368,670.19,upi,SBI,credit,7,5,1,515,0,110.1,3,desktop,expired_card,1,0.0
17290,2143,1658.46,card,IDFC,credit,3,3,0,1256,0,112.6,3,mobile,expired_card,1,0.0
17291,6459,3012.6,card,HDFC,credit,20,5,1,270,1,262.5,3,mobile,expired_card,1,0.0
17292,2529,1397.72,upi,HDFC,debit,12,1,0,1198,0,275.5,1,desktop,no_failure,0,
17293,4231,343.95,card,SBI,credit,15,5,1,1073,1,79.9,3,mobile,no_failure,0,
17294,4565,1804.07,netbanking,HDFC,debit,20,2,0,177,2,199.6,1,mobile,no_failure,0,
17295,868,1041.41,upi,HDFC,prepaid,23,0,0,105,0,104.8,3,mobile,no_failure,0,
17296,1652,1054.57,card,HDFC,credit,17,3,0,265,0,298.5,3,mobile,bank_server_error,1,1.0
17297,2771,1647.4,wallet,YES,credit,1,2,0,469,0,338.9,1,mobile,no_failure,0,
17298,3068,2115.72,upi,YES,debit,11,2,0,195,2,615.5,1,mobile,bank_server_error,1,1.0
17299,88,2796.45,wallet,ICICI,debit,15,5,1,71,0,107.4,3,mobile,no_failure,0,
17300,4299,3068.59,wallet,ICICI,debit,19,0,0,1106,1,174.1,3,desktop,no_failure,0,
17301,2005,2554.65,upi,YES,credit,20,3,0,375,0,243.8,3,desktop,no_failure,0,
17302,2149,2364.7,card,SBI,credit,10,0,0,734,1,63.5,2,mobile,no_failure,0,
17303,4020,466.66,netbanking,SBI,debit,20,5,1,144,0,313.7,2,mobile,bank_server_error,1,1.0
17304,6324,2239.32,card,ICICI,credit,15,2,0,1471,1,427.8,3,mobile,bank_server_error,1,1.0
17305,5765,1317.49,upi,AXIS,credit,13,6,1,55,0,682.0,3,mobile,bank_server_error,1,0.0
17306,6530,3038.8,upi,IDFC,debit,17,4,0,585,2,180.3,3,mobile,invalid_otp,1,0.0
17307,2756,987.8,netbanking,ICICI,credit,15,4,0,1432,0,84.2,1,desktop,no_failure,0,
17308,798,1240.65,upi,IDFC,prepaid,21,4,0,1256,0,220.3,3,mobile,invalid_otp,1,1.0
17309,1440,889.2,card,ICICI,debit,4,3,0,1085,0,49.5,2,desktop,no_failure,0,
17310,2292,1019.45,upi,AXIS,prepaid,6,3,0,1259,0,61.8,2,mobile,no_failure,0,
17311,2002,3461.98,upi,AXIS,debit,9,6,1,1072,0,66.1,2,mobile,no_failure,0,
17312,1387,921.92,card,YES,credit,16,2,0,1439,0,314.5,2,desktop,no_failure,0,
17313,1006,1549.05,card,YES,debit,12,5,1,681,0,566.5,3,mobile,bank_server_error,1,1.0
17314,1245,987.95,upi,ICICI,credit,5,3,0,767,1,82.5,1,mobile,no_failure,0,
17315,4388,1547.2,upi,YES,credit,11,6,1,262,0,82.5,2,mobile,no_failure,0,
17316,3273,1805.04,upi,KOTAK,debit,12,6,1,122,1,457.0,1,mobile,bank_server_error,1,1.0
17317,251,2218.87,upi,HDFC,prepaid,22,4,0,84,0,201.7,1,mobile,invalid_otp,1,1.0
17318,3758,1443.66,wallet,HDFC,credit,12,3,0,1363,0,107.9,3,mobile,no_failure,0,
17319,5615,3674.39,upi,SBI,prepaid,21,5,1,766,1,180.8,2,mobile,no_failure,0,
17320,2837,386.01,card,IDFC,credit,23,5,1,552,1,77.1,1,mobile,no_failure,0,
17321,2124,894.16,upi,YES,credit,17,1,0,1437,1,160.0,3,mobile,expired_card,1,0.0
17322,1817,863.43,card,AXIS,prepaid,6,6,1,1390,1,188.1,2,desktop,no_failure,0,
17323,2529,709.73,card,SBI,credit,8,6,1,1050,0,81.0,1,mobile,no_failure,0,
17324,1858,2102.11,upi,YES,prepaid,7,2,0,770,0,98.7,2,desktop,no_failure,0,
17325,6160,869.63,upi,HDFC,debit,20,0,0,451,0,45.4,2,mobile,no_failure,0,
17326,6613,74.6,wallet,KOTAK,debit,14,2,0,598,0,226.0,1,mobile,no_failure,0,
17327,2289,1686.36,upi,KOTAK,debit,19,6,1,1481,1,44.0,2,mobile,no_failure,0,
17328,6157,3735.69,upi,YES,credit,1,5,1,95,0,522.9,2,mobile,bank_server_error,1,1.0
17329,5690,123.71,card,IDFC,debit,6,0,0,315,0,229.8,1,desktop,bank_server_error,1,1.0
17330,506,2030.45,netbanking,SBI,debit,2,4,0,1145,2,115.5,2,mobile,insufficient_funds,1,0.0
17331,3272,2700.99,card,IDFC,credit,9,2,0,1267,1,309.3,1,mobile,expired_card,1,1.0
17332,4376,958.06,card,KOTAK,credit,23,1,0,1029,2,153.3,2,mobile,no_failure,0,
17333,2814,1838.09,upi,SBI,credit,16,0,0,1080,1,383.0,1,mobile,no_failure,0,
17334,3046,1590.24,wallet,KOTAK,credit,4,4,0,1469,0,263.7,1,mobile,bank_server_error,1,1.0
17335,3294,2189.7,card,HDFC,credit,17,4,0,31,3,112.5,2,mobile,no_failure,0,
17336,4591,1036.25,upi,ICICI,debit,14,3,0,704,1,204.2,3,mobile,no_failure,0,
17337,1958,1064.33,upi,SBI,debit,19,1,0,1251,0,181.7,2,mobile,no_failure,0,
17338,3979,1871.82,card,ICICI,credit,13,6,1,1249,0,611.2,3,mobile,bank_server_error,1,1.0
17339,1623,1446.61,card,YES,credit,5,6,1,1457,1,473.2,3,mobile,bank_server_error,1,1.0
17340,5927,2927.04,card,KOTAK,credit,15,6,1,1157,1,123.2,2,desktop,no_failure,0,
17341,565,1534.27,card,YES,credit,22,2,0,1213,1,56.2,1,mobile,no_failure,0,
17342,447,1920.52,card,ICICI,debit,10,1,0,896,0,175.6,1,mobile,no_failure,0,
17343,252,1082.35,card,HDFC,credit,8,4,0,632,1,143.6,1,desktop,no_failure,0,
17344,2331,1079.01,upi,KOTAK,credit,19,1,0,1090,0,84.1,3,mobile,no_failure,0,
17345,4041,2404.26,card,SBI,credit,12,0,0,628,0,87.1,3,desktop,no_failure,0,
17346,6569,2589.56,card,IDFC,debit,2,2,0,623,0,487.3,3,mobile,bank_server_error,1,1.0
17347,3031,451.58,upi,ICICI,prepaid,2,5,1,1094,1,289.5,3,mobile,no_failure,0,
17348,1215,1254.7,card,ICICI,prepaid,18,5,1,1297,1,51.8,3,mobile,expired_card,1,1.0
17349,2455,1934.38,card,SBI,credit,10,3,0,108,0,223.1,2,mobile,no_failure,0,
17350,849,147.23,upi,IDFC,credit,5,6,1,1423,0,107.0,1,mobile,no_failure,0,
17351,3146,1241.19,upi,IDFC,credit,2,6,1,183,1,146.1,2,mobile,no_failure,0,
17352,4859,4876.98,upi,AXIS,credit,13,4,0,35,1,122.5,3,desktop,invalid_otp,1,0.0
17353,237,726.38,card,ICICI,credit,18,5,1,1414,0,242.8,1,mobile,no_failure,0,
17354,5182,702.03,netbanking,KOTAK,debit,3,6,1,664,0,91.5,2,mobile,no_failure,0,
17355,1524,1381.32,netbanking,HDFC,credit,23,6,1,161,0,409.3,1,mobile,bank_server_error,1,0.0
